TT-----------------------------------------------------------------------------------------
TT LSPC -- Loading Simulation Program, C++
TT Version 4.1.0 - April 11, 2011
TT
TT Designed and maintained by:
TT     Tetra Tech, Inc.
TT     10306 Eaton Place, Suite 340
TT     Fairfax, VA 22030
TT     (703) 385-6000
TT-----------------------------------------------------------------------------------------
TT LSPC MODEL OUTPUT FILE
TT This output file was created at 03:26:30pm on 06/05/2016
TT Time interval: 60 min      Output option: day
TT Label   
TT TAET     total simulated ET volume (in-acre/day)
TT RO       total rate of outflow from RCHRES (cfs)
TT
TT WATERSHED_3173 Area:   71.376 (acres)
TT Date/time					Values
TT
3173	1986	1	4	0	0		4.123703351297e+000	8.394371930836e-001
3173	1986	1	5	0	0		2.173185236266e+000	6.915498401032e-001
3173	1986	1	6	0	0		5.471512729003e+000	5.725888837176e-001
3173	1986	1	7	0	0		1.163970483532e+001	4.769637440645e-001
3173	1986	1	8	0	0		1.193683671590e+001	4.051197142240e-001
3173	1986	1	9	0	0		1.377145439390e+001	3.512544252907e-001
3173	1986	1	10	0	0		1.402444846880e+001	3.091020323543e-001
3173	1986	1	11	0	0		1.406269694283e+001	2.767204422934e-001
3173	1986	1	12	0	0		1.274169735611e+001	2.510375708196e-001
3173	1986	1	13	0	0		1.027954310143e+001	2.294400712237e-001
3173	1986	1	14	0	0		6.026015975893e+000	2.082842432434e-001
3173	1986	1	15	0	0		6.207418454317e+000	1.856325040711e-001
3173	1986	1	16	0	0		4.368616865060e+000	1.638039230785e-001
3173	1986	1	17	0	0		5.768795551699e+000	1.447974684911e-001
3173	1986	1	18	0	0		1.009036036015e+001	1.285973505856e-001
3173	1986	1	19	0	0		8.475834262153e+000	1.189313284758e-001
3173	1986	1	20	0	0		5.947005127321e+000	1.130093525766e-001
3173	1986	1	21	0	0		4.673968451054e+000	1.047622200737e-001
3173	1986	1	22	0	0		3.921038842274e+000	9.523903109753e-002
3173	1986	1	23	0	0		3.977832749057e+000	8.606696800384e-002
3173	1986	1	24	0	0		7.573898180701e+000	7.791912894196e-002
3173	1986	1	25	0	0		1.160132541673e+001	7.296709581759e-002
3173	1986	1	26	0	0		1.122363362500e+001	7.477294030271e-002
3173	1986	1	27	0	0		1.758779398971e+001	3.510542935302e-001
3173	1986	1	28	0	0		1.659101660499e+001	2.205308628342e-001
3173	1986	1	29	0	0		1.157548860585e+001	2.008936121883e-001
3173	1986	1	30	0	0		3.975187929000e+000	1.060383117025e+000
3173	1986	1	31	0	0		3.560732593342e+000	3.199831923482e-001
3173	1986	2	1	0	0		3.513097315609e+000	2.456598694719e-001
3173	1986	2	2	0	0		3.869090071885e+000	1.939266876926e-001
3173	1986	2	3	0	0		6.556609156874e+000	1.566035816468e-001
3173	1986	2	4	0	0		1.545933838141e+001	1.302365840842e-001
3173	1986	2	5	0	0		8.064808412960e+000	1.162268251392e-001
3173	1986	2	6	0	0		9.894179790510e+000	1.072317988383e-001
3173	1986	2	7	0	0		6.265475562653e+000	9.778474777743e-002
3173	1986	2	8	0	0		5.876327576924e+000	8.981557214665e-002
3173	1986	2	9	0	0		1.032934754954e+001	8.130701485935e-002
3173	1986	2	10	0	0		6.717779601063e+000	9.245249826120e-002
3173	1986	2	11	0	0		4.089859526100e+000	4.374972617589e-001
3173	1986	2	12	0	0		4.021864207600e+000	3.320905889889e-001
3173	1986	2	13	0	0		4.139822906000e-001	3.158160920046e+000
3173	1986	2	14	0	0		7.708635756000e-001	1.698594554039e+000
3173	1986	2	15	0	0		1.741580670800e+000	9.058977760417e-001
3173	1986	2	16	0	0		2.687409313400e+000	6.275087777936e-001
3173	1986	2	17	0	0		2.027084099200e+000	4.489954022786e-001
3173	1986	2	18	0	0		2.184113464200e+000	1.272044611938e+000
3173	1986	2	19	0	0		3.545144281000e+000	4.380703411377e-001
3173	1986	2	20	0	0		7.047467292400e+000	3.286320165229e-001
3173	1986	2	21	0	0		8.908334329270e+000	2.556803834798e-001
3173	1986	2	22	0	0		9.613830388472e+000	2.069995326274e-001
3173	1986	2	23	0	0		1.201395336491e+001	1.741882454927e-001
3173	1986	2	24	0	0		1.302358280775e+001	1.527272101250e-001
3173	1986	2	25	0	0		1.030598412487e+001	1.395066670198e-001
3173	1986	2	26	0	0		3.870961911843e+000	1.293044994393e-001
3173	1986	2	27	0	0		3.428965639978e+000	1.164185264034e-001
3173	1986	2	28	0	0		3.811911044312e+000	1.018881904918e-001
3173	1986	3	1	0	0		2.230863113552e+000	9.010177525467e-002
3173	1986	3	2	0	0		3.997546960363e+000	7.992975876196e-002
3173	1986	3	3	0	0		8.659980428436e+000	7.154112413705e-002
3173	1986	3	4	0	0		5.640833327801e+000	6.836200189982e-002
3173	1986	3	5	0	0		3.322421594966e+000	6.690403220964e-002
3173	1986	3	6	0	0		1.699586377788e+000	6.229872693217e-002
3173	1986	3	7	0	0		2.138182138900e+000	5.609330258343e-002
3173	1986	3	8	0	0		4.675679174032e+000	1.159360769866e+000
3173	1986	3	9	0	0		6.885364234500e+000	2.381983924629e-001
3173	1986	3	10	0	0		6.114066967173e+000	1.857382613045e-001
3173	1986	3	11	0	0		1.086428607881e+001	1.495488261591e-001
3173	1986	3	12	0	0		6.441215747600e+000	1.251582957194e-001
3173	1986	3	13	0	0		3.194889570084e+000	1.085352517115e-001
3173	1986	3	14	0	0		1.274711304818e+001	1.232328056183e+000
3173	1986	3	15	0	0		8.259450819000e+000	5.305618780855e-001
3173	1986	3	16	0	0		5.387776013532e+000	3.317538915394e-001
3173	1986	3	17	0	0		1.349736871759e+001	2.557654561773e-001
3173	1986	3	18	0	0		1.555618319507e+001	2.063380851229e-001
3173	1986	3	19	0	0		1.429227962497e+001	1.772950727716e-001
3173	1986	3	20	0	0		1.536626453176e+001	1.582487171430e-001
3173	1986	3	21	0	0		1.592300761620e+001	1.453613050862e-001
3173	1986	3	22	0	0		1.442592737234e+001	1.377840064124e-001
3173	1986	3	23	0	0		6.421760108171e+000	1.324858025832e-001
3173	1986	3	24	0	0		9.044712199069e+000	1.226571181599e-001
3173	1986	3	25	0	0		8.959737378118e+000	1.106062762132e-001
3173	1986	3	26	0	0		1.046432520536e+001	1.026582045325e-001
3173	1986	3	27	0	0		8.323085650753e+000	9.731899970620e-002
3173	1986	3	28	0	0		3.715227394922e+000	9.269506248981e-002
3173	1986	3	29	0	0		5.150644832148e+000	8.441833956502e-002
3173	1986	3	30	0	0		4.708748277088e+000	7.521334972724e-002
3173	1986	3	31	0	0		4.804067073331e+000	6.830706481756e-002
3173	1986	4	1	0	0		3.415257291929e+000	6.239906566371e-002
3173	1986	4	2	0	0		1.213620768809e+001	5.674777331656e-002
3173	1986	4	3	0	0		1.041946762768e+001	5.731010518939e-002
3173	1986	4	4	0	0		9.094895683361e+000	1.125838626263e-001
3173	1986	4	5	0	0		4.582354899600e+000	9.301687323026e-002
3173	1986	4	6	0	0		7.042404626169e+000	6.773441262695e-002
3173	1986	4	7	0	0		8.931723032397e+000	5.937800399357e-002
3173	1986	4	8	0	0		9.456444583001e+000	5.790200254559e-002
3173	1986	4	9	0	0		9.362937917199e+000	5.889718205890e-002
3173	1986	4	10	0	0		8.146233911560e+000	6.002748935031e-002
3173	1986	4	11	0	0		5.446428874065e+000	5.997530520962e-002
3173	1986	4	12	0	0		3.826201490881e+000	5.703470723151e-002
3173	1986	4	13	0	0		9.807005264042e+000	5.171617948122e-002
3173	1986	4	14	0	0		7.646290636986e+000	5.016129798739e-002
3173	1986	4	15	0	0		8.606464424563e+000	5.168508957078e-002
3173	1986	4	16	0	0		9.502324032170e+000	5.143293101808e-002
3173	1986	4	17	0	0		9.934256600708e+000	5.281324394833e-002
3173	1986	4	18	0	0		9.833964684079e+000	5.527593340223e-002
3173	1986	4	19	0	0		1.066842836329e+001	5.787511341216e-002
3173	1986	4	20	0	0		1.041590112519e+001	6.165406546685e-002
3173	1986	4	21	0	0		8.988898104430e+000	6.643551316902e-002
3173	1986	4	22	0	0		7.341235244074e+000	6.751045823049e-002
3173	1986	4	23	0	0		8.104024697387e+000	6.400873868843e-002
3173	1986	4	24	0	0		7.798613192341e+000	6.004017712919e-002
3173	1986	4	25	0	0		7.056174046596e+000	5.704405794486e-002
3173	1986	4	26	0	0		5.283309211046e+000	5.381118216685e-002
3173	1986	4	27	0	0		9.154227568898e+000	4.943236423272e-002
3173	1986	4	28	0	0		8.986371182656e+000	4.781527611828e-002
3173	1986	4	29	0	0		8.462398236823e+000	4.996710553006e-002
3173	1986	4	30	0	0		5.533606619670e+000	5.083365597188e-002
3173	1986	5	1	0	0		7.543254494863e+000	4.832230410814e-002
3173	1986	5	2	0	0		8.672826120820e+000	4.486437627219e-002
3173	1986	5	3	0	0		8.596887698226e+000	4.503918729722e-002
3173	1986	5	4	0	0		8.723535488464e+000	4.719520867918e-002
